"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","disbursement_method","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"","","14050","14050","14050"," 36 months","  8.90%","446.14","A","A5","Everest Entertainment","3 years","MORTGAGE","120000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 >  There are three primary purposes for this loan:<br><br>1. To pay off an old loan with an unfavourably high APR of 24.99%. The payoff amount for this loan is $4,039 (as of 12/22/11, the date this loan would potentially fund).<br><br>2. For home repairs. My condo received some water damage during Hurricane Irene, which was worsened by rain storms during the following months. The entire building was affected and the condo board is co-ordinating repairs to finish in Spring 2012, but in order to cover the costs of this, each unit owner is requested to pay a special assessment in January 2012. My share of this is $4,164.<br><br>3. The remainder of the loan is to finance home improvements which I plan to coincide with the repairs in order to take advantage of the contractors already being there, and save some money. I plan to add a room and upgrade my rusting old boiler for an on-demand one to be more energy efficient. Quotes I've received for this range from $4,000-$5,000, so the total loan amount leaves a little buffer in case of unforeseen extra costs during the work, which is usually the case when dealing with contractors!<br><br>I am an executive with a very stable job for a company that is well-insulated from the economic problems. It is also worth noting that I share my condo, so mortgage and bills are split, giving me a comfortable buffer in my disposable income to cover payments on this loan without any adverse affects.<br><br>Thank you in advance for your consideration!<br>","major_purchase","Loan Payoff and Home Improvement","112xx","NY","2.21","0","May-2006","2","","","9","0","2217","18.8%","13","f","0.00","0.00","15811.6916328027","15811.69","14050.00","1761.69","0.0","0.0","0.0","Dec-2013","5569.67","","Dec-2013","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","6000","6000","6000"," 36 months"," 13.49%","203.59","C","C1","Special Programming for Achievement Netw","10+ years","OWN","62691","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > This loan will help me make a major car repair to the car I drive to work everday and to purchase a new hot water heater for our home.<br><br> Borrower added on 12/09/11 > This loan will help me make a major repair to the car I drive to work each day and to purchase a new hot water heater for our home.<br>","major_purchase","Home and car repair","359xx","AL","3.16","0","Feb-1994","0","43","","5","0","6704","94.4%","19","f","0.00","0.00","7328.9200011958","7328.92","6000.00","1328.92","0.0","0.0","0.0","Jan-2015","213.5","","Jan-2015","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","16100","16100","16075"," 60 months"," 11.71%","355.79","B","B3","Akzo Nobel","< 1 year","MORTGAGE","36000","Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","Debt Consolidation Loan","195xx","PA","27.8","0","Jul-1998","0","","","10","0","13481","46%","33","f","0.00","0.00","21346.6447841673","21313.50","16100.00","5246.64","0.0","0.0","0.0","Dec-2016","355.03","","Apr-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","35000","23250","23225"," 60 months"," 20.30%","619.88","E","E5","The Crexent Business Centers","3 years","OWN","85000","Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/11/11 > Looking to consolidate debt so I can take care of my family and move forward with my business venture.  PLEASE CONSIDER!<br> Borrower added on 12/13/11 > Thank you for helping me with this request.  I urge you to fund the full amount as this will assist me going forward .  Thank you for your consideration!<br><br>  Borrower added on 12/18/11 > I need to consolidate my accounts as I am working on opening my our business.<br><br>  Borrower added on 12/19/11 > Dear Investors<br><br>With only 4 days left to fund my request, I hope you will be able to assist me.  I need your help in condolidating my bills.  I now take care of my father after my mothers death.  The the additional financial responsibility  I need to consolidate to make sure I can take care of him<br>","debt_consolidation","FREEDOM debt","322xx","FL","16.39","0","Dec-1984","2","82","","10","0","18515","76.5%","40","f","0.00","0.00","3099.4","3096.09","1169.59","1923.91","0.0","5.9","0.0","May-2012","619.88","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","10525","10525","10525"," 36 months","  7.90%","329.33","A","A4","Pasadena city college","4 years","RENT","49668","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/14/11 > I am working to pay off credit card debt. My goal is to pay this off early. <br>","debt_consolidation","Citicard","900xx","CA","7.27","0","Oct-2002","0","","","4","0","10881","68.9%","9","f","0.00","0.00","11650.6964900499","11650.70","10525.00","1125.70","0.0","0.0","0.0","Jan-2014","1756.16","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","7200","7200","7200"," 36 months"," 15.96%","252.99","C","C5","Harrah's Resort","2 years","RENT","30000","Source Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","Consolidation","084xx","NJ","5.2","0","Oct-1999","1","","","2","0","1884","94.2%","7","f","0.00","0.00","9107.5799967574","9107.58","7200.00","1907.58","0.0","0.0","0.0","Dec-2014","265.0","","Feb-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","18500","15775","15775"," 60 months"," 10.65%","340.24","B","B2","CNMI Government","10+ years","OWN","40000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > This is the type of chance I have been dreaming off. With this loan I will be able to pay-off two loans that total $870 monthly payment versus this loan of $540 per month, realizing $330 in extra savings. I definitely can make this loan payment with ease. <br> Borrower added on 12/09/11 > Thank you Lending Club.<br> Borrower added on 12/10/11 > Additionally, this loan will help me have a piece of mind to be able to sustain the rise in cost of living, commodities and fuel prices coupled with a declining economy. The $330 savings per month will help balance my expenses and focus on my family needs. <br> Borrower added on 12/14/11 > Appreciate the investments thus far and thank you for believing in me. Your trust is sincere to me. Again, thank you Lending Club Members.<br><br>  Borrower added on 12/19/11 > I am humbled by your show of support in my time of need and I thank you all. Happy Holidays.<br><br>  Borrower added on 12/21/11 > I am confident that your return on investment will prosper as I am committed in making that happen by consistently making timely monthly payments on this loan. Again, thank you all Lending Club Members.<br>","debt_consolidation","Debt Consolidation","969xx","HI","26.34","0","Jun-1996","0","","","8","0","8","0.1%","27","f","0.00","0.00","18898.1445290674","18898.14","15775.00","3123.14","0.0","0.0","0.0","Apr-2014","7374.76","","Nov-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","12000","12000","12000"," 36 months"," 13.49%","407.17","C","C1","Kraft Foods","10+ years","MORTGAGE","40000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > Credit Card Payoff<br>","debt_consolidation","Debt Consolidation","729xx","AR","16.2","0","Sep-1996","2","72","","15","0","14582","74.4%","27","f","0.00","0.00","13686.1896541864","13686.19","12000.00","1686.19","0.0","0.0","0.0","Mar-2013","7995.07","","Apr-2013","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","12000","12000","12000"," 36 months"," 11.71%","396.92","B","B3","Weiss Memorial Hospital","5 years","MORTGAGE","100000","Not Verified","Dec-2011","Fully Paid","n","","","credit_card","payoff credit card","606xx","IL","6.58","0","Oct-2004","0","","","10","0","17590","79.6%","11","f","0.00","0.00","14288.7699935899","14288.77","12000.00","2288.77","0.0","0.0","0.0","Dec-2014","414.0","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","3000","3000","3000"," 36 months"," 11.71%","99.23","B","B3","J. Chapman Inspections, Inc.","2 years","RENT","56312","Not Verified","Dec-2011","Fully Paid","n","","","other","Pay Personal Loans","221xx","VA","16.03","0","Mar-2002","2","","","6","0","10014","83.4%","13","f","0.00","0.00","3572.1904241754","3572.19","3000.00","572.19","0.0","0.0","0.0","Dec-2014","101.42","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","9500","9500","9500"," 36 months"," 16.29%","335.36","D","D1","US Postal Service","10+ years","RENT","54011","Source Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","DEBTCON","924xx","CA","18.51","0","Dec-1999","1","","","9","0","18757","79.5%","40","f","0.00","0.00","10658.9023718494","10658.90","9500.00","1158.90","0.0","0.0","0.0","Oct-2012","7643.38","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","19775","19775","19775"," 36 months"," 12.42%","660.79","B","B4","Bank of America","2 years","RENT","49110.32","Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","debt consolidation loan","914xx","CA","17.57","0","Oct-1998","2","","","10","0","19672","61.1%","15","f","0.00","0.00","22696.101034536863","22696.10","19775.00","2921.10","0.0","0.0","0.0","Jun-2013","11478.49","","Jul-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","12000","12000","11975"," 60 months"," 14.65%","283.28","C","C3","Hawaiian Airlines","< 1 year","RENT","75000","Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/09/11 > Debt consolidation of IRS and State Taxes<br>","credit_card","Refinance","967xx","HI","16.13","0","Nov-2000","3","","","14","0","16664","89.4%","28","f","0.00","0.00","7695.78","7679.75","3606.06","2908.00","0.0","1181.72","11.803400004","Nov-2013","283.28","","Oct-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","28000","28000","26968.313459215125"," 60 months"," 14.27%","655.44","C","C2","mckinstry co.","7 years","MORTGAGE","95000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > This loan consolidates all my consumer debt, including car payments. It will reduce my total monthly payment drastically and I will be debt free in 5 years or less.  <br> Borrower added on 12/10/11 > Right now we pay $1,000 per month on consumer debt (including car payment). This loan will lower that payment by $350 per month. I have a stable job, I've worked for the same employer for 7 years. This loan seems like a &quot;no brainer&quot; to me, and I'm excited to be debt free. I pride myself on paying my bills on time and I enjoy having good credit.<br>","debt_consolidation","debt consolidation","981xx","WA","9.46","0","May-2000","1","","","9","0","17936","68.1%","29","f","0.00","0.00","35918.8153867446","33969.59","28000.00","7918.82","0.0","0.0","0.0","Jun-2014","17578.41","","Oct-2014","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","30000","30000","30000"," 36 months"," 12.42%","1002.46","B","B4","UW HealthPartners","2 years","RENT","80000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/08/11 > I plan to consolidate all debt and have it paid in three years. I have a stable for the last 2 years. I have never been late on any of my payments.<br>","debt_consolidation","Debt Consolidation","531xx","WI","22.23","0","May-2000","0","","","8","0","22177","94%","33","f","0.00","0.00","36088.4799853883","36088.48","30000.00","6088.48","0.0","0.0","0.0","Dec-2014","1013.44","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
